Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 1,SIZE,XXL,,,,0,,0,deny,manual,199.00,499.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 2,SIZE,S,,,,0,,0,deny,manual,349.00,998.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 2,SIZE,M,,,,0,,0,deny,manual,349.00,998.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 2,SIZE,L,,,,0,,0,deny,manual,349.00,998.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 2,SIZE,XL,,,,0,,0,deny,manual,349.00,998.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 2,SIZE,XXL,,,,0,,0,deny,manual,349.00,998.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 3,SIZE,S,,,,0,,0,deny,manual,499.00,1497.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 3,SIZE,M,,,,0,,0,deny,manual,499.00,1497.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 3,SIZE,L,,,,0,,0,deny,manual,499.00,1497.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 3,SIZE,XL,,,,0,,0,deny,manual,499.00,1497.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 3,SIZE,XXL,,,,0,,0,deny,manual,499.00,1497.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 4,SIZE,S,,,,0,,0,deny,manual,549.00,1996.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 4,SIZE,M,,,,0,,0,deny,manual,549.00,1996.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 4,SIZE,L,,,,0,,0,deny,manual,549.00,1996.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 4,SIZE,XL,,,,0,,0,deny,manual,549.00,1996.00,TRUE,TRUE,,,,,,,,,g,,,,,active
diwali-printed-half-sleeve-round-neck-casual-wear-t-shirt-white,,"<p>Graphic Diwali printed T-shirt for men Round neck comfortabl with half sleeves we are obsessed with delivering versatile fashion .<br>Transform your emotion into flaunting expressions by wearing our cool collection that will adorn your mood each day.<br>No matter whom you are student or it professional or where you are If you have something creative that you want to wear and<br>flaunt or may be a cool message to share with everyone, we are right here to help you.<br>Our t-shirt made from polyester blend fabric it is an all season comfort wear.<br>You can pair our t-shirts with trousers and denim of your choice and make it a weekday smart casual or weekend casual party wear.<br>Our team is giving up time to provide full sleeve single jersey premium round neck regular fit ultra soft enzyme treated fabrics which gives you smooth feel.</p>",Dreamvazaar,,,,TRUE,PACK OF,Pack Of 4,SIZE,XXL,,,,0,,0,deny,manual,549.00,1996.00,TRUE,TRUE,,,,,,,,,g,,,,,active
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,Lafz Meliha Women Premium Body Spray Deodorant,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience without sacrificing your personal beliefs.<br>All variants are free of alcohol, animal by-products and any other harmful ingredients.<br>Choose your favorite one with the assurance that you are not sacrificing your chosen way of life.</p>",Dreamvazaar,,,,TRUE,PACK OF ,Pack Of 1,,,,,,0,,0,deny,manual,99.00,249.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMelihaP1_57f3f5ac-4a03-40f4-a035-58326776cb63.jpg?v=1727091280,1,,,,,,g,,,,,active
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/lafzmeliha_3ef0a4a5-4f23-480f-8c72-26fbdebad183.jpg?v=1727091280,2,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMeliha1_d1c60987-7fce-4a42-aa71-9721c31a2d67.jpg?v=1727091280,3,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMeliha2_e4980183-36d8-4c01-a9f2-74f64433eace.jpg?v=1727091279,4,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMeliha3_5cd33948-efb2-47fd-80ee-d19628c2f288.jpg?v=1727091279,5,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMelihaP2_fa908e52-b75f-4a50-b082-0c5c5f158218.jpg?v=1727091279,6,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMelihaP3_5bdd04f6-0ced-4967-b867-ffc36a87cf43.jpg?v=1727091280,7,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzMelihaP4_7ab4c740-06a5-4929-99b8-4ab25b97cfe3.jpg?v=1727091279,8,,,,,,,,,,,
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience without sacrificing your personal beliefs.<br>All variants are free of alcohol, animal by-products and any other harmful ingredients.<br>Choose your favorite one with the assurance that you are not sacrificing your chosen way of life.</p>",Dreamvazaar,,,,TRUE,PACK OF ,Pack Of 2,,,,,,0,,0,deny,manual,249.00,498.00,TRUE,TRUE,,,,,,,,,g,,,,,active
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience without sacrificing your personal beliefs.<br>All variants are free of alcohol, animal by-products and any other harmful ingredients.<br>Choose your favorite one with the assurance that you are not sacrificing your chosen way of life.</p>",Dreamvazaar,,,,TRUE,PACK OF ,Pack Of 3,,,,,,0,,0,deny,manual,349.00,747.00,TRUE,TRUE,,,,,,,,,g,,,,,active
lafz-meliha-no-alcohol-no-gas-premium-body-spray-for-women,,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience without sacrificing your personal beliefs.<br>All variants are free of alcohol, animal by-products and any other harmful ingredients.<br>Choose your favorite one with the assurance that you are not sacrificing your chosen way of life.</p>",Dreamvazaar,,,,TRUE,PACK OF ,Pack Of 4,,,,,,0,,0,deny,manual,449.00,996.00,TRUE,TRUE,,,,,,,,,g,,,,,active
lafz-ruzbeh-iffet-dariush-no-alcohol-deodorant-body-spray-for-men-women-120-ml-pack-of-3,Lafz Unisex Body Spray Combo Pack of 3 Perfumes,"<p><strong>NO ALCOHOL, NO GAS :-</strong> Elevate your senses with a premium body spray for men &amp; Women where alcohol and gas are absent, and only the finest fragrances remain.<br><strong>LONG-LASTING :- </strong>From dawn to dusk, get unstoppable freshness throughout the day with our long-lasting deodorant for men &amp; women.<br><strong>FIGHTS BODY ODOUR :- </strong>Stay confident all day and leave odour behind with this deodorant for men &amp; women that combats body odour.<br><strong>ALL-DAY WEAR :- </strong>Stay fresh and smelling good throughout the day with Lafz long-lasting deodorant for men &amp; women.</p>",Dreamvazaar,,,,TRUE,Title,Default Title,,,,,Ruzbeh+Iffet+duriush ( Lafz p3),0,,0,deny,manual,399.00,747.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzP3.jpg?v=1727337716,1,,,,,,g,,,,,active
lafz-ruzbeh-iffet-dariush-no-alcohol-deodorant-body-spray-for-men-women-120-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzIffet_dc603dbc-314f-484d-8d7d-dfbb7ea9952b.jpg?v=1727083633,2,,,,,,,,,,,
lafz-ruzbeh-iffet-dariush-no-alcohol-deodorant-body-spray-for-men-women-120-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzIffet3_4cd33199-a222-4707-a443-78beefe9822f.jpg?v=1727083632,3,,,,,,,,,,,
lafz-ruzbeh-iffet-dariush-no-alcohol-deodorant-body-spray-for-men-women-120-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzIffet2_6985d255-7b52-4709-9174-09fb9cd9d95c.jpg?v=1727083633,4,,,,,,,,,,,
lafz-bushra-feyza-devotion-anahita-no-alcohol-deodorant-body-spray-for-men-women-150-ml-pack-of-4,Lafz Women Body Spray Combo Pack of 4 Perfumes,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience.<br>Our body sprays have zero alcohol and are enriched with natural oils, aloe vera and vetiver extracts that pamper your skin every time you use it.<br>The aromas have different subtle notes that are long lasting and elevates your confidence instantly.<br>The goodness doesn’t stop there, Lafz body sprays are animal cruelty free, CFC free,100% vegetarian and dermatologically tested.<br>Just spray on and let your aura of purity linger on.<br></p>",Dreamvazaar,,,,TRUE,Title,Default Title,,,,,( Bushra + Feyza + Devotion + Anahita ) LafzP4,0,,0,deny,manual,499.00,996.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzComboP4.jpg?v=1727338616,1,,,,,,g,,,,,active
lafz-bushra-feyza-devotion-anahita-no-alcohol-deodorant-body-spray-for-men-women-150-ml-pack-of-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzDvotion2.jpg?v=1767699334,2,,,,,,,,,,,
lafz-bushra-feyza-devotion-anahita-no-alcohol-deodorant-body-spray-for-men-women-150-ml-pack-of-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzDvotion4.jpg?v=1767699334,3,,,,,,,,,,,
lafz-bushra-feyza-devotion-anahita-no-alcohol-deodorant-body-spray-for-men-women-150-ml-pack-of-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzDvotion3.jpg?v=1767699334,4,,,,,,,,,,,
lafz-kayani-dastoor-rhuz-khos-nabil-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,Lafz Men Body Spray Trio Pack Perfume Set,"<p><strong>NO ALCOHOL, NO GAS:-</strong><span> Elevate your senses with a premium body spray for men where alcohol and gas are absent, and only the finest fragrances remain.</span><br><span><strong>LONG-LASTING :- </strong>From dawn to dusk, get unstoppable freshness throughout the day with our long-lasting deodorant for men.</span><br><strong>SPICY &amp; CITRUSY SCENT:-</strong><span> Level-up your grooming routine with our body deodorant for men. It’s a fusion of citrus and spice with notes of clove, mandarin, bergamot &amp; nutmeg.</span><br><strong>MOISTURIZES &amp; PROTECTS:-<span> </span></strong><span>Free from Najis ingredients or harmful chemicals like aluminum, commonly found in a regular deodorant, Lafz body spray for men, doesn't just soothe and moisturize the skin, but also protects it with Silver Ions’s antibacterial properties.</span><br><strong>MORE LASTING SPRAYS:-</strong><span> Shukran deodorant for men gives you more sprays compared to other body spray for men that contains gas and alcohol.</span><br><strong>FIGHTS BODY ODOUR:-<span> </span></strong><span>Stay confident all day and leave odour behind with this deodorant for men that combats body odour.</span></p>",Dreamvazaar,,,,TRUE,Title,Default Title,,,,,( kayani dastoor + Rhuz khos + Nabil ) Lafz P3,0,,0,deny,manual,399.00,747.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz150P3.jpg?v=1727339800,1,,,,,,g,,,,,active
lafz-kayani-dastoor-rhuz-khos-nabil-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_1.jpg?v=1767248749,2,,,,,,,,,,,
lafz-kayani-dastoor-rhuz-khos-nabil-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_2.jpg?v=1767248749,3,,,,,,,,,,,
lafz-kayani-dastoor-rhuz-khos-nabil-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_3.jpg?v=1767248749,4,,,,,,,,,,,
lafz-kayani-dastoor-sheikh-farzad-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,Lafz Men Body Spray Combo Pack of 3 Perfumes,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience.<br>Our body sprays have zero alcohol and are enriched with natural oils, aloe vera and vetiver extracts that pamper your skin every time you use it.<br>The aromas have different subtle notes that are long lasting and elevates your confidence instantly.<br>The goodness doesn’t stop there, Lafz body sprays are animal cruelty free, CFC free,100% vegetarian and dermatologically tested.<br>Just spray on and let your aura of purity linger on.<br></p>",Dreamvazaar,,,,TRUE,Title,Default Title,,,,,( kayani dastoor + Sheikh + Farzad ) Lafz P3,0,,0,deny,manual,399.00,747.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzCom150P3.jpg?v=1727350826,1,,,,,,g,,,,,active
lafz-kayani-dastoor-sheikh-farzad-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_1.jpg?v=1767248749,2,,,,,,,,,,,
lafz-kayani-dastoor-sheikh-farzad-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_2.jpg?v=1767248749,3,,,,,,,,,,,
lafz-kayani-dastoor-nobil-rhuz-khos-sheikh-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-4,Lafz Men Body Spray Combo Pack of 4 Perfumes,"<p>The Lafz range of body spray is a unique selection of fragrances that has been crafted with the finest natural oils to give you a rejuvenating aromatic experience.<br>Our body sprays have zero alcohol and are enriched with natural oils, aloe vera and vetiver extracts that pamper your skin every time you use it.<br>The aromas have different subtle notes that are long lasting and elevates your confidence instantly.<br>The goodness doesn’t stop there, Lafz body sprays are animal cruelty free, CFC free,100% vegetarian and dermatologically tested.<br>Just spray on and let your aura of purity linger on.<br></p>",Dreamvazaar,,,,TRUE,Title,Default Title,,,,,( kayani dastoor + Nobil + Rhuz khos + Sheikh ) Lafz P4,0,,0,deny,manual,499.00,996.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/LafzCo150P4.jpg?v=1727351632,1,,,,,,g,,,,,active
lafz-kayani-dastoor-nobil-rhuz-khos-sheikh-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_1.jpg?v=1767248749,2,,,,,,,,,,,
lafz-kayani-dastoor-nobil-rhuz-khos-sheikh-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_2.jpg?v=1767248749,3,,,,,,,,,,,
lafz-kayani-dastoor-nobil-rhuz-khos-sheikh-no-alcohol-deodorant-body-spray-for-men-150-ml-pack-of-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0660/2712/6968/files/Lafz_rhuz_3.jpg?v=1767248749,4,,,,,,,,,,,
